"","Name","IOC","DOB","Height","Weight","Turn.Pro","Prz","Rk","CH","Date","Titles","W","L","country_type","Region","CH_age","Background","sex"
"3767","Cameron HENRICY TRIGOLOS","Spain",2000-09-11,0,0,0,474,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",19,"West","Male"
"3768","Tuur HEUVINCK","Belgium",1997-12-29,0,0,0,258,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",21,"West","Male"
"3769","Stijn SLUMP","Netherlands",1999-01-21,0,0,0,1058,1615,1342,2017-11-06,0,0,0,"developed","EUROPE",18,"West","Male"
"3771","Masaki OSAFUNE","Japan",1995-03-07,170,67,0,1738,1616,1335,2017-11-27,0,0,0,"developed","ASIA",22,"West","Male"
"3774","Enzo SOMMER","Switzerland",1995-05-01,0,0,0,2980,1616,898,2015-04-27,0,0,0,"developed","EUROPE",20,"East","Male"
"3775","Ibuki FURUTA","Japan",1996-04-25,0,0,0,1202,1616,1317,2017-11-20,0,0,0,"developed","ASIA",21,"West","Male"
"3776","Marcus FUGATE","United States",1988-01-22,0,0,0,34813,1616,587,2008-09-29,0,0,0,"developed","NORTHERN_AMERICA",20,"East","Male"
"3777","Darius Florin BRAGUSI","Romania",1993-06-18,180,74,0,8307,1616,936,2012-01-30,0,0,1,"developed","EUROPE",18,"West","Male"
"3778","Arturo DELL'EVA","Italy",1997-06-16,0,0,0,325,1616,1580,2018-04-30,0,0,0,"developed","EUROPE",20,"West","Male"
"3779","Shawn H. HADAVI","United States",1995-10-24,0,0,0,674,1616,1580,2018-04-30,0,0,0,"developed","NORTHERN_AMERICA",22,"West","Male"
"3780","Jan HERNYCH","Czech Republic",1979-07-07,188,83,1998,2179237,1616,59,2009-04-27,0,79,118,"developed","EUROPE",29,"West","Male"
"3781","LI Zhao-Tai","China",1994-03-14,188,85,0,4214,1616,1553,2017-08-28,0,0,0,"developing","ASIA",23,"West","Male"
"3782","Jesse HUTA GALUNG","Netherlands",1985-10-06,0,89,2004,946839,1616,91,2014-02-10,0,9,33,"developed","EUROPE",28,"East","Male"
"3783","Mitchell HARPER","Australia",1997-09-05,178,66,0,2202,1616,1580,2018-04-30,0,0,0,"developed","OCEANIA",20,"East","Male"
"3785","Jaycer LYEONS","United States",2000-11-16,0,0,0,518,1616,1616,2018-06-18,0,0,0,"developed","NORTHERN_AMERICA",17,"East","Male"
"3786","Manuel BELLUTTI","Austria",1991-12-23,0,0,0,672,1617,1614,2018-09-17,0,0,0,"developed","EUROPE",26,"East","Male"
"3787","Alberto CAMMARATA","Italy",1993-04-08,175,77,0,16376,1617,869,2015-01-05,0,0,0,"developed","EUROPE",21,"East","Male"
"3788","Oliver GOLDING","United Kingdom",1993-09-29,188,84,2011,99692,1618,327,2014-04-28,0,0,3,"developed","EUROPE",20,"West","Male"
"3789","Jose Maria MARTIN DE OLIVA CARR","Spain",1996-11-16,0,0,0,792,1622,1580,2018-04-30,0,0,0,"developed","EUROPE",21,"West","Male"
"3791","Alexander Carlos PARKER","United Kingdom",1999-03-23,0,0,0,172,1623,1623,2017-11-13,0,0,0,"developed","EUROPE",18,"West","Male"
"3792","Dimitri VIDIN","Australia",1994-08-28,0,0,0,1224,1623,1623,2017-11-13,0,0,0,"developed","OCEANIA",23,"West","Male"
"3793","Alessandro COLELLA","Italy",1992-02-10,0,0,0,27613,1630,798,2011-09-12,0,0,0,"developed","EUROPE",19,"West","Male"
"3795","Francisco BAHAMONDE","Italy",1996-11-07,185,74,0,28519,1630,344,2016-08-15,0,0,0,"developed","EUROPE",19,"West","Male"
"3797","Jose Antonio ARCOS DEL VALLE","Spain",2001-07-26,0,0,0,312,1631,1580,2018-04-30,0,0,0,"developed","EUROPE",16,"West","Male"
"3798","Maciej JABLONSKI","Poland",1990-12-14,0,0,0,836,1631,1614,2018-09-17,0,0,0,"developed","EUROPE",27,"West","Male"
"3800","Nikita MATVEYKO","Russia",1996-04-29,0,0,0,1349,1639,1639,2016-12-19,0,0,0,"developing","EUROPE",20,"West","Male"
"3802","Michael BOIS","France",1993-11-19,187,77,0,22541,1640,582,2013-07-29,0,0,0,"developed","EUROPE",19,"West","Male"
"3803","August ZETTERBERG","Sweden",1994-02-06,0,0,0,328,1640,1640,2016-10-24,0,0,0,"developed","EUROPE",22,"West","Male"
"3804","Fabian VAN DER LANS","Netherlands",1995-10-29,0,0,0,5034,1642,1135,2014-07-14,0,0,0,"developed","EUROPE",18,"East","Male"
"3805","Viktor FILIPENKO","Hungary",1991-09-25,0,0,0,28144,1642,692,2013-07-29,0,0,3,"developed","EUROPE",21,"West","Male"
"3806","Johnny ARCILLA","Philippines",1980-02-15,0,0,0,2575,1643,1288,2010-08-02,0,11,14,"developing","ASIA",30,"West","Male"
"3807","Mark MIERLOI","United States",1996-10-30,185,80,0,172,1643,1639,2016-12-19,0,0,0,"developed","NORTHERN_AMERICA",20,"West","Male"
"3808","Jeremy Hunter NICHOLAS","United States",1991-08-12,185,84,0,7555,1643,953,2015-10-12,0,0,0,"developed","NORTHERN_AMERICA",24,"West","Male"
"3809","Michal MILKO","Slovakia",1985-02-26,0,0,0,8505,1643,1036,2014-05-26,0,0,0,"developed","EUROPE",29,"West","Male"
"3811","Davy SUM","France",1989-07-17,0,0,0,13122,1643,585,2013-05-27,0,0,0,"developed","EUROPE",23,"East","Male"
"3812","Tomas TOMAN","Czech Republic",1989-09-05,0,0,0,1845,1643,1643,2016-10-03,0,0,0,"developed","EUROPE",27,"West","Male"
"3815","Long NGUYEN","Australia",1997-03-25,0,0,0,520,1645,1639,2016-12-19,0,0,0,"developed","OCEANIA",19,"West","Male"
"3816","Denis NGUYEN","United States",1993-01-07,0,0,0,1566,1645,1283,2016-11-07,0,0,0,"developed","NORTHERN_AMERICA",23,"West","Male"
"3817","Janicije Sasha KARIC","United States",1995-09-11,182,68,2011,4636,1646,1333,2011-06-06,0,0,0,"developed","NORTHERN_AMERICA",15,"West","Male"
"3818","Remy CHALA","France",1995-02-06,0,0,0,8092,1646,1084,2014-08-18,0,0,0,"developed","EUROPE",19,"West","Male"
"3819","Marceau COURTALON","France",1999-04-30,0,0,0,612,1646,1646,2016-09-26,0,0,0,"developed","EUROPE",17,"East","Male"
"3820","Toni ANDROIC","Croatia",1991-12-28,167,72,2010,150212,1647,219,2014-08-25,0,0,2,"developed","EUROPE",22,"West","Male"
"3821","Frederick SABA","United States",1991-05-06,0,0,0,2866,1647,1136,2015-09-14,0,0,0,"developed","NORTHERN_AMERICA",24,"West","Male"
"3823","Bjorn THOMSON","Ireland",1997-10-31,0,0,0,2483,1647,1031,2016-07-11,0,0,0,"developed","EUROPE",18,"West","Male"
"3825","Moein MOHAMMADI","Iran",1991-05-22,0,0,0,548,1647,1498,2016-09-12,0,0,0,"developing","ASIA",25,"West","Male"
"3826","Rares Florin MERCEAN","Romania",1994-08-18,0,0,0,868,1647,1647,2016-09-19,0,0,0,"developed","EUROPE",22,"West","Male"
"3831","Zack MCCOURT","United States",1992-12-20,190,84,0,2730,1648,1648,2017-05-15,0,0,0,"developed","NORTHERN_AMERICA",24,"West","Male"
"3832","Ivo MIJIC","Germany",1990-01-15,0,0,0,21184,1648,570,2013-08-19,0,0,0,"developed","EUROPE",23,"East","Male"
"3834","Axel ALVAREZ LLAMAS","Spain",1993-02-25,190,88,0,4267,1648,1051,2012-02-06,0,0,0,"developed","EUROPE",18,"West","Male"
"3835","Ankush ARORA","India",1996-09-04,0,0,0,286,1648,1640,2016-10-24,0,0,0,"developing","ASIA",20,"West","Male"
"3837","Andrei CIUMAC","Moldova",1985-09-10,0,0,0,55772,1648,556,2013-05-13,0,0,2,"developing","EUROPE",27,"West","Male"
"3838","Marin DUMITRU","Australia",1996-07-08,180,73,0,249,1648,1640,2016-10-24,0,0,0,"developed","OCEANIA",20,"West","Male"
"3839","Salar SARAYDARPOUR","United States",1995-07-13,0,0,0,1842,1648,1640,2016-10-24,0,0,0,"developed","NORTHERN_AMERICA",21,"West","Male"
"3840","Rahul SADHWANI","India",1992-07-02,0,0,0,695,1648,1640,2016-10-24,0,0,0,"developing","ASIA",24,"West","Male"
"3841","Jajbir SARAN","India",1995-01-01,0,0,0,1588,1648,1365,2015-12-14,0,0,0,"developing","ASIA",20,"West","Male"
"3842","Mitchell STEWART","United States",1995-09-02,0,0,0,976,1648,1538,2016-07-11,0,0,0,"developed","NORTHERN_AMERICA",20,"West","Male"
"3843","Marko OSMAKCIC","Switzerland",1998-08-10,193,86,0,7197,1648,1027,2014-10-20,0,0,0,"developed","EUROPE",16,"West","Male"
"3847","Florian VALSOT","France",1983-05-15,0,85,0,1731,1648,1640,2016-10-24,0,0,0,"developed","EUROPE",33,"West","Male"
"3848","Wesley WHITEHOUSE","New Zealand",1979-03-13,190,90,1998,195247,1648,214,2004-08-02,0,4,7,"developed","OCEANIA",25,"West","Male"
"3849","Radu Andrei STELIAN","Romania",1995-11-02,0,0,0,1554,1650,1639,2016-12-19,0,0,0,"developed","EUROPE",21,"West","Male"
"3850","Rui MACHADO","Portugal",1984-04-10,177,70,2002,900563,1650,59,2011-10-03,0,29,52,"developed","EUROPE",27,"West","Male"
"3852","Andrea CAMURRI","Italy",1993-03-25,0,0,0,1850,1650,1639,2016-12-19,0,0,0,"developed","EUROPE",23,"West","Male"
"3853","Brendon MOORE","Australia",1985-07-06,0,0,0,18438,1654,618,2011-07-11,0,0,0,"developed","OCEANIA",26,"West","Male"
"3854","Shotaro GOTO","Japan",1994-08-04,0,0,0,7650,1654,843,2014-11-10,0,0,0,"developed","ASIA",20,"West","Male"
"3855","Itsuki IMINA","Japan",1994-06-02,0,0,0,1070,1654,1013,2016-10-10,0,0,0,"developed","ASIA",22,"West","Male"
"3856","Igor KOLARIC","Serbia",1997-05-22,185,86,0,280,1655,1639,2016-12-19,0,0,0,"developing","EUROPE",19,"West","Male"
"3857","Tadayuki LONGHI","Japan",1990-03-04,180,74,0,4934,1655,1428,2014-03-31,0,0,0,"developed","ASIA",24,"West","Male"
"3858","Chase BURTON","United States",1997-05-29,0,0,0,172,1655,1639,2016-12-19,0,0,0,"developed","NORTHERN_AMERICA",19,"West","Male"
"3859","Federico BONACIA","Italy",1997-01-14,0,0,0,3292,1655,1042,2016-09-19,0,0,0,"developed","EUROPE",19,"East","Male"
"3860","Christopher CAJIGAN","Guam",1998-06-28,0,0,0,522,1656,1591,2018-07-30,0,0,0,"developing","OCEANIA",20,"West","Male"
"3862","Nazar ACHOUR","Canada",1999-03-04,0,0,0,258,1656,1591,2018-07-30,0,0,0,"developed","NORTHERN_AMERICA",19,"East","Male"
"3863","Naithaolin Calvin GOLMEI","India",2000-05-27,0,0,0,402,1656,1580,2018-04-30,0,0,0,"developing","ASIA",17,"West","Male"
"3864","Harshana GODAMANNA","Sri Lanka",1985-10-31,0,0,0,11018,1656,811,2008-10-27,0,14,8,"developing","ASIA",23,"West","Male"
"3865","Riccardo GHEDIN","Italy",1985-12-05,185,77,0,317926,1656,222,2009-08-10,0,0,3,"developed","EUROPE",23,"West","Male"
"3867","Lorenzo FUCILE","Italy",1997-05-13,0,0,0,526,1656,1591,2018-07-30,0,0,0,"developed","EUROPE",21,"West","Male"
"3868","John SPEICHER","United States",1998-10-27,0,0,0,678,1656,1591,2018-07-30,0,0,0,"developed","NORTHERN_AMERICA",19,"West","Male"
"3869","Yuga TASHIRO","Japan",1997-05-11,170,65,0,1778,1656,1464,2018-06-25,0,0,0,"developed","ASIA",21,"West","Male"
"3870","Keisuke WATANUKI","Japan",1993-11-19,168,67,0,7511,1656,1088,2015-11-30,0,0,0,"developed","ASIA",22,"West","Male"
"3872","Victor PONCELET","Belgium",1997-12-26,0,0,0,7442,1656,1056,2016-08-29,0,0,0,"developed","EUROPE",18,"West","Male"
"3874","Elliott ORKIN","United States",1994-09-09,0,0,0,2530,1656,1053,2018-04-23,0,0,0,"developed","NORTHERN_AMERICA",23,"West","Male"
"3875","Patrik OBAL","Slovakia",1996-06-20,0,0,0,4118,1656,1098,2017-08-28,0,0,0,"developed","EUROPE",21,"West","Male"
"3877","Ilco VAN BUUREN","Netherlands",1999-10-16,0,0,0,666,1656,1611,2018-08-27,0,0,0,"developed","EUROPE",18,"West","Male"
"3878","Christian Florentin VOINEA","Romania",1980-11-12,0,0,0,8227,1656,1210,2015-08-03,0,0,0,"developed","EUROPE",34,"East","Male"
"3879","Vitaly KOZYUKOV","Russia",1994-06-02,188,82,0,28057,1656,536,2017-06-19,0,0,0,"developing","EUROPE",23,"West","Male"
"3880","Mika KOSONEN","Finland",1995-01-23,0,0,0,1454,1656,1603,2018-08-13,0,0,0,"developed","EUROPE",23,"West","Male"
"3881","Vadym KALYUZHNYY","Ukraine",1995-12-21,0,0,0,534,1656,1591,2018-07-30,0,0,0,"developing","EUROPE",22,"West","Male"
"3882","Giorgi JAVAKHISHVILI","Georgia",1995-10-23,0,0,0,9743,1656,1058,2015-06-22,0,0,1,"developing","EUROPE",19,"West","Male"
"3883","Yasir KHAN","Pakistan",1989-04-20,0,0,0,1568,1656,1419,2008-09-22,0,0,7,"developing","ASIA",19,"West","Male"
"3884","Richard GABB","United Kingdom",1992-02-12,175,80,0,80525,1656,410,2013-10-21,0,0,0,"developed","EUROPE",21,"West","Male"
"3885","Anton MAGNUSSON","Iceland",2000-08-18,0,0,0,312,1656,1591,2018-07-30,0,0,0,"developed","EUROPE",17,"West","Male"
"3886","Benjamin HANNESTAD","Denmark",1997-02-14,0,0,0,6980,1657,919,2017-06-19,0,1,2,"developed","EUROPE",20,"West","Male"
"3888","Ezequiel CERRINI","United States",1996-05-11,0,0,0,362,1657,1580,2018-04-30,0,0,0,"developed","NORTHERN_AMERICA",21,"West","Male"
"3891","Mathieu RODRIGUES","France",1985-11-07,180,76,2007,142657,1657,211,2012-02-06,0,1,1,"developed","EUROPE",26,"West","Male"
"3893","Nathan MARTINET","France",1991-09-29,0,0,0,548,1658,1527,2015-09-21,0,0,0,"developed","EUROPE",23,"West","Male"
"3894","Maxim KRAVTSOV","Russia",1995-03-06,0,0,0,1626,1658,1658,2016-09-12,0,0,0,"developing","EUROPE",21,"West","Male"
"3895","Piotr GADOMSKI","Poland",1991-01-21,0,0,0,60737,1658,338,2014-04-28,0,0,0,"developed","EUROPE",23,"West","Male"
"3896","Eric FOMBA","France",1995-11-10,0,0,0,6388,1658,1043,2014-10-20,0,0,0,"developed","EUROPE",18,"West","Male"
"3897","Mark BURGOS","France",1982-08-03,0,0,0,1563,1659,1659,2017-10-23,0,0,0,"developed","EUROPE",35,"East","Male"
"3898","Arnd WEYHAUSEN","Germany",1993-11-11,0,0,0,382,1659,1639,2016-12-19,0,0,0,"developed","EUROPE",23,"East","Male"
"3900","Jan ZEDNIK","Czech Republic",1993-01-05,178,70,0,5808,1659,1323,2016-08-15,0,0,0,"developed","EUROPE",23,"West","Male"
"3901","Bjorn HOFFMANN","United States",1998-03-17,0,0,0,714,1659,1639,2016-12-19,0,0,0,"developed","NORTHERN_AMERICA",18,"West","Male"
"3902","Oskar LUSTI","Estonia",1997-11-13,0,0,0,681,1659,1639,2016-12-19,0,0,0,"developed","EUROPE",19,"West","Male"
"3903","Isaac FROST","Australia",1989-01-06,0,0,0,31652,1663,458,2012-02-13,0,0,0,"developed","OCEANIA",23,"West","Male"
"3904","Joseph DIGIULIO","United States",1995-06-16,0,0,0,1918,1666,1452,2014-09-08,0,0,0,"developed","NORTHERN_AMERICA",19,"West","Male"
"3905","Pavel PETROV","Kazakhstan",1998-03-02,185,69,0,2324,1666,1639,2016-12-19,0,0,0,"developing","ASIA",18,"West","Male"
"3906","Tilen ZITNIK","Slovenia",1991-07-02,0,0,0,7173,1669,1490,2014-01-06,0,0,2,"developed","EUROPE",22,"West","Male"
"3907","Leon FROST","Australia",1984-01-17,0,0,0,32427,1670,851,2010-11-22,0,0,0,"developed","OCEANIA",26,"West","Male"
"3908","Stefan BORG","Sweden",1983-06-15,0,0,0,10658,1670,857,2010-10-25,0,0,0,"developed","EUROPE",27,"West","Male"
"3909","Jake DEVINE","United States",1997-05-22,0,0,0,984,1676,1639,2016-12-19,0,0,0,"developed","NORTHERN_AMERICA",19,"West","Male"
"3910","Eddie GRABILL","United States",1997-06-29,0,0,0,430,1676,1639,2016-12-19,0,0,0,"developed","NORTHERN_AMERICA",19,"West","Male"
"3911","Alan GADJIEV","Uzbekistan",1996-02-16,198,90,0,2640,1676,912,2017-06-19,0,0,0,"developing","ASIA",21,"West","Male"
"3913","Petar TRENDAFILOV","Bulgaria",1984-09-11,180,75,0,14479,1677,825,2014-02-10,0,0,0,"developed","EUROPE",29,"West","Male"
"3915","Serge BECERRA JERIA","Canada",1994-11-29,0,0,0,3885,1677,1491,2016-10-24,0,0,0,"developed","NORTHERN_AMERICA",21,"West","Male"
"3916","Guus KOEVERMANS","Netherlands",1997-05-12,0,0,0,272,1677,1639,2016-12-19,0,0,0,"developed","EUROPE",19,"West","Male"
"3917","Srdjan JAKOVLJEVIC","Serbia",1996-05-16,0,0,0,3050,1678,1343,2016-06-20,0,0,0,"developing","EUROPE",20,"West","Male"
"3918","KIM Ji-Ha","South Korea",1993-05-07,0,0,0,1432,1678,1678,2017-07-17,0,0,0,"developing","ASIA",24,"West","Male"
"3919","Gerald MORETTI","Belgium",1992-09-21,0,0,0,352,1678,1639,2016-12-19,0,0,0,"developed","EUROPE",24,"West","Male"
"3920","Darius NEICA","Romania",1993-04-19,0,0,0,774,1678,1639,2016-12-19,0,0,0,"developed","EUROPE",23,"West","Male"
"3921","Tommaso LAGO","Italy",1992-04-09,0,0,0,11067,1678,1111,2016-04-04,0,0,0,"developed","EUROPE",24,"West","Male"
"3922","Mikael RIONDY","France",1992-02-23,0,0,0,5069,1678,1156,2016-10-03,0,0,0,"developed","EUROPE",24,"West","Male"
"3923","Mateusz SMOLICKI","Poland",1997-10-10,188,76,0,4814,1678,1678,2018-05-14,0,0,0,"developed","EUROPE",20,"West","Male"
"3924","Dominik STARY","Czech Republic",1997-01-18,0,0,0,344,1678,1470,2016-10-24,0,0,0,"developed","EUROPE",19,"West","Male"
"3925","Michael TOMI","France",1991-03-31,0,0,0,1862,1678,1490,2014-01-06,0,0,0,"developed","EUROPE",22,"West","Male"
"3926","Tomislav PODVINSKI","Croatia",1997-02-06,0,0,0,276,1678,1678,2017-08-07,0,0,0,"developed","EUROPE",20,"East","Male"
"3927","Marcel WALOCH","Austria",1994-11-17,0,0,0,4872,1678,1261,2015-07-20,0,0,0,"developed","EUROPE",20,"West","Male"
"3928","Gianluca BERGOMI","Italy",1993-01-15,0,0,0,1527,1678,1442,2018-03-05,0,0,0,"developed","EUROPE",25,"West","Male"
"3929","Samuel FERGUSON","United Kingdom",1998-07-01,0,0,0,660,1678,1517,2016-09-12,0,0,0,"developed","EUROPE",18,"West","Male"
"3930","Kaloyan DIMITROV","Bulgaria",1999-10-07,0,0,0,714,1678,1477,2017-06-12,0,0,0,"developed","EUROPE",17,"West","Male"
"3931","Henry CHOI","Canada",1981-01-15,0,0,0,5512,1678,1094,2012-11-26,0,0,0,"developed","NORTHERN_AMERICA",31,"West","Male"
"3932","Robert CONSTANTINOVICI","Netherlands",1995-03-01,0,0,0,7565,1678,991,2013-07-08,0,0,0,"developed","EUROPE",18,"West","Male"
"3934","Garvit BATRA","India",1997-04-04,183,85,0,2078,1682,1298,2014-03-17,0,0,0,"developing","ASIA",16,"West","Male"
"3936","Benjamin TULLOU","France",1990-05-22,0,0,0,502,1682,1639,2016-12-19,0,0,0,"developed","EUROPE",26,"West","Male"
"3938","Vincent VAN DEN HONERT","Netherlands",1993-04-20,0,0,0,7964,1683,1069,2016-10-31,0,0,0,"developed","EUROPE",23,"East","Male"
"3939","Anastasios PAVLIS","Greece",1993-05-25,0,0,0,2536,1683,1553,2012-11-26,0,0,0,"developed","EUROPE",19,"West","Male"
"3940","Alexandre FOLIE","Belgium",1990-01-31,191,82,0,71523,1683,334,2012-04-16,0,0,0,"developed","EUROPE",22,"West","Male"
"3941","Hleb MASLAU","Belarus",1990-06-09,0,0,0,532,1683,1683,2018-01-15,0,0,0,"developing","EUROPE",27,"West","Male"
"3942","Siva Deep KOSARAJU","India",1999-01-15,0,0,0,522,1683,1645,2017-03-20,0,0,0,"developing","ASIA",18,"West","Male"
"3943","Fabio MERCURI","Italy",1994-02-09,0,0,0,10313,1683,980,2015-08-10,0,0,0,"developed","EUROPE",21,"West","Male"
"3944","Basil KHUMA","India",1998-03-24,0,0,0,1076,1686,1629,2015-09-14,0,0,0,"developing","ASIA",17,"East","Male"
"3945","Nils LANGER","Germany",1990-01-25,193,77,0,208894,1686,188,2016-03-07,0,1,2,"developed","EUROPE",26,"West","Male"
"3946","Philip LANG","Austria",1990-10-07,0,0,0,12236,1686,875,2010-08-23,0,0,0,"developed","EUROPE",19,"West","Male"
"3947","David GONCALVES","France",1980-04-07,0,0,0,376,1686,1686,2016-08-29,0,0,0,"developed","EUROPE",36,"West","Male"
"3948","Dominik WIRLEND","Austria",1991-01-29,0,0,0,1954,1686,1313,2015-09-14,0,0,0,"developed","EUROPE",24,"West","Male"
"3949","James WASSERMAN","United States",1997-03-17,177,70,0,564,1686,1686,2016-08-29,0,0,0,"developed","NORTHERN_AMERICA",19,"West","Male"
"3950","Bruce STRACHAN","United Kingdom",1994-01-27,0,0,0,6770,1686,1154,2014-10-20,0,0,0,"developed","EUROPE",20,"East","Male"
"3951","Nicolas REISSIG","Austria",1989-04-07,185,84,2009,71213,1686,344,2013-07-15,0,0,0,"developed","EUROPE",24,"East","Male"
"3952","SEO Yong Bum","South Korea",1983-05-15,0,0,0,8637,1686,812,2010-04-12,0,0,0,"developing","ASIA",26,"East","Male"
"3954","CHANG Yu","China",1988-08-14,185,70,0,59321,1686,335,2013-04-08,0,0,0,"developing","ASIA",24,"West","Male"
"3957","David ARGASINSKI","Poland",2000-08-14,178,75,0,1272,1686,1663,2018-03-05,0,0,0,"developed","EUROPE",17,"West","Male"
"3958","Wouter ADRIAANSEN","Netherlands",1992-08-10,0,0,0,1576,1687,1513,2016-07-11,0,0,0,"developed","EUROPE",23,"West","Male"
"3959","Lukas FINZELBERG","Germany",1994-03-12,0,0,0,3476,1687,864,2015-04-20,0,0,0,"developed","EUROPE",21,"East","Male"
"3960","Kim MOELLERS","Germany",1989-09-25,0,0,0,4225,1687,1444,2011-04-04,0,0,0,"developed","EUROPE",21,"West","Male"
"3961","Tim NEKIC","Germany",1992-12-09,0,0,0,16220,1687,522,2014-03-31,0,0,0,"developed","EUROPE",21,"West","Male"
"3962","Bumpei SATO","Japan",1985-12-16,0,59,0,50467,1687,661,2014-10-20,0,0,0,"developed","ASIA",28,"West","Male"
"3963","Jordi VIVES","Spain",1992-07-28,0,0,0,4203,1687,938,2016-06-27,0,0,0,"developed","EUROPE",23,"West","Male"
"3964","Sergiu Ioan BUCUR","Romania",1997-04-11,0,70,0,4430,1690,1129,2017-04-24,0,0,0,"developed","EUROPE",20,"West","Male"
"3965","David MRAZEK","Czech Republic",1992-09-14,0,0,0,1072,1690,1580,2018-04-30,0,0,0,"developed","EUROPE",25,"West","Male"
"3967","Lev KAZAKOV","Russia",1998-09-18,191,82,0,1816,1690,1293,2017-09-25,0,0,0,"developing","EUROPE",19,"West","Male"
"3968","Sameer KUMAR","United States",1997-07-10,180,73,0,2700,1690,1258,2017-06-12,0,0,0,"developed","NORTHERN_AMERICA",19,"West","Male"
"3969","Alexander LOBKOV","Russia",1990-10-07,0,0,0,105668,1690,249,2011-02-21,0,0,0,"developing","EUROPE",20,"West","Male"
"3970","Luis MORILLO DIAZ","Spain",1997-03-25,0,0,0,516,1691,1691,2016-08-08,0,0,0,"developed","EUROPE",19,"West","Male"
"3971","Dovydas SAKINIS","Lithuania",1992-07-02,0,0,0,7108,1691,808,2010-09-20,0,2,5,"developed","EUROPE",18,"West","Male"
"3972","Christian TRUBRIG","Austria",1992-11-13,0,0,0,13388,1691,474,2015-07-13,0,0,0,"developed","EUROPE",22,"West","Male"
"3973","Valentino CIOTTI","Italy",1995-05-28,0,0,0,692,1691,1691,2016-08-08,0,0,0,"developed","EUROPE",21,"West","Male"
"3974","Marc COLLADO CASTELLS","Spain",1995-04-23,0,0,0,484,1691,1691,2016-08-08,0,0,0,"developed","EUROPE",21,"West","Male"
"3975","Ettore CAPELLO","Italy",1990-04-20,178,79,0,3342,1692,1349,2019-08-05,0,0,0,"developed","EUROPE",29,"East","Male"
"3976","Vadim ALEKSEENKO","Ukraine",1983-05-19,191,85,0,77430,1692,497,2014-06-09,0,0,0,"developing","EUROPE",31,"West","Male"
"3977","Oleg BESEDNIKOV","Russia",1999-01-20,0,0,0,2292,1692,1303,2018-10-15,0,0,0,"developing","EUROPE",19,"West","Male"
"3978","Antoine DAMIENS","France",1999-03-15,0,0,0,3544,1692,1352,2019-08-19,0,0,0,"developed","EUROPE",20,"West","Male"
"3979","Francesco CANO","Italy",1996-07-05,0,0,0,1156,1692,1692,2019-09-16,0,0,0,"developed","EUROPE",23,"West","Male"
